zipcode,city,state,ST,county
14592,York,New York,NY,Livingston County
14602,Rochester,New York,NY,Monroe County
14603,Rochester,New York,NY,Monroe County
14604,Rochester,New York,NY,Monroe County
14605,Rochester,New York,NY,Monroe County
14606,Rochester,New York,NY,Monroe County
14607,Rochester,New York,NY,Monroe County
14608,Rochester,New York,NY,Monroe County
14609,Rochester,New York,NY,Monroe County
14610,Rochester,New York,NY,Monroe County
14611,Rochester,New York,NY,Monroe County
14612,Rochester,New York,NY,Monroe County
14613,Rochester,New York,NY,Monroe County
14614,Rochester,New York,NY,Monroe County
14615,Rochester,New York,NY,Monroe County
14616,Rochester,New York,NY,Monroe County
14617,Rochester,New York,NY,Monroe County
14618,Rochester,New York,NY,Monroe County
14619,Rochester,New York,NY,Monroe County
14620,Rochester,New York,NY,Monroe County
14621,Rochester,New York,NY,Monroe County
14622,Rochester,New York,NY,Monroe County
14623,Rochester,New York,NY,Monroe County
14624,Rochester,New York,NY,Monroe County
14625,Rochester,New York,NY,Monroe County
14626,Rochester,New York,NY,Monroe County
14627,Rochester,New York,NY,Monroe County
14638,Rochester,New York,NY,Monroe County
14639,Rochester,New York,NY,Monroe County
14642,Rochester,New York,NY,Monroe County
14643,Rochester,New York,NY,Monroe County
14644,Rochester,New York,NY,Monroe County
14645,Rochester,New York,NY,Monroe County
14646,Rochester,New York,NY,Monroe County
14647,Rochester,New York,NY,Monroe County
14649,Rochester,New York,NY,Monroe County
14650,Rochester,New York,NY,Monroe County
14651,Rochester,New York,NY,Monroe County
14652,Rochester,New York,NY,Monroe County
14653,Rochester,New York,NY,Monroe County
14664,Rochester,New York,NY,Monroe County
14673,Rochester,New York,NY,Monroe County
14683,Rochester,New York,NY,Monroe County
14692,Rochester,New York,NY,Monroe County
14694,Rochester,New York,NY,Monroe County
14701,Jamestown,New York,NY,Chautauqua County
14702,Jamestown,New York,NY,Chautauqua County
14706,Allegany,New York,NY,Cattaraugus County
14707,Allentown,New York,NY,Allegany County
14708,Alma,New York,NY,Allegany County
14709,Angelica,New York,NY,Allegany County
14710,Ashville,New York,NY,Chautauqua County
14711,Belfast,New York,NY,Allegany County
14712,Bemus Point,New York,NY,Chautauqua County
14714,Black Creek,New York,NY,Allegany County
14715,Bolivar,New York,NY,Allegany County
14716,Brocton,New York,NY,Chautauqua County
14717,Caneadea,New York,NY,Allegany County
14718,Cassadaga,New York,NY,Chautauqua County
14719,Cattaraugus,New York,NY,Cattaraugus County
14720,Celoron,New York,NY,Chautauqua County
14721,Ceres,New York,NY,Allegany County
14722,Chautauqua,New York,NY,Chautauqua County
14723,Cherry Creek,New York,NY,Chautauqua County
14724,Clymer,New York,NY,Chautauqua County
14726,Conewango Valley,New York,NY,Cattaraugus County
14727,Cuba,New York,NY,Allegany County
14728,Dewittville,New York,NY,Chautauqua County
14729,East Otto,New York,NY,Cattaraugus County
14730,East Randolph,New York,NY,Cattaraugus County
14731,Ellicottville,New York,NY,Cattaraugus County
14732,Ellington,New York,NY,Chautauqua County
14733,Falconer,New York,NY,Chautauqua County
14735,Fillmore,New York,NY,Allegany County
14736,Findley Lake,New York,NY,Chautauqua County
14737,Franklinville,New York,NY,Cattaraugus County
14738,Frewsburg,New York,NY,Chautauqua County
14739,Friendship,New York,NY,Allegany County
14740,Gerry,New York,NY,Chautauqua County
14741,Great Valley,New York,NY,Cattaraugus County
14742,Greenhurst,New York,NY,Chautauqua County
14743,Hinsdale,New York,NY,Cattaraugus County
14744,Houghton,New York,NY,Allegany County
14745,Hume,New York,NY,Allegany County
14747,Kennedy,New York,NY,Chautauqua County
14748,Kill Buck,New York,NY,Cattaraugus County
14750,Lakewood,New York,NY,Chautauqua County
14751,Leon,New York,NY,Cattaraugus County
14752,Lily Dale,New York,NY,Chautauqua County
14753,Limestone,New York,NY,Cattaraugus County
14754,Little Genesee,New York,NY,Allegany County
14755,Little Valley,New York,NY,Cattaraugus County
14756,Maple Springs,New York,NY,Chautauqua County
14757,Mayville,New York,NY,Chautauqua County
14758,Niobe,New York,NY,Chautauqua County
14760,Olean,New York,NY,Cattaraugus County
14766,Otto,New York,NY,Cattaraugus County
14767,Panama,New York,NY,Chautauqua County
14769,Portland,New York,NY,Chautauqua County
14770,Portville,New York,NY,Cattaraugus County
14772,Randolph,New York,NY,Cattaraugus County
14774,Richburg,New York,NY,Allegany County
14775,Ripley,New York,NY,Chautauqua County
14777,Rushford,New York,NY,Allegany County
14778,Saint Bonaventure,New York,NY,Cattaraugus County
14779,Salamanca,New York,NY,Cattaraugus County
14781,Sherman,New York,NY,Chautauqua County
14782,Sinclairville,New York,NY,Chautauqua County
14783,Steamburg,New York,NY,Cattaraugus County
14784,Stockton,New York,NY,Chautauqua County
14785,Stow,New York,NY,Chautauqua County
14786,West Clarksville,New York,NY,Allegany County
14787,Westfield,New York,NY,Chautauqua County
14788,Westons Mills,New York,NY,Cattaraugus County
14801,Addison,New York,NY,Steuben County
14802,Alfred,New York,NY,Allegany County
14803,Alfred Station,New York,NY,Allegany County
14804,Almond,New York,NY,Allegany County
14805,Alpine,New York,NY,Schuyler County
14806,Andover,New York,NY,Allegany County
14807,Arkport,New York,NY,Steuben County
14808,Atlanta,New York,NY,Steuben County
14809,Avoca,New York,NY,Steuben County
14810,Bath,New York,NY,Steuben County
14812,Beaver Dams,New York,NY,Schuyler County
14813,Belmont,New York,NY,Allegany County
14814,Big Flats,New York,NY,Chemung County
14815,Bradford,New York,NY,Schuyler County
14816,Breesport,New York,NY,Chemung County
14817,Brooktondale,New York,NY,Tompkins County
14818,Burdett,New York,NY,Schuyler County
14819,Cameron,New York,NY,Steuben County
14820,Cameron Mills,New York,NY,Steuben County
14821,Campbell,New York,NY,Steuben County
14822,Canaseraga,New York,NY,Allegany County
14823,Canisteo,New York,NY,Steuben County
14824,Cayuta,New York,NY,Schuyler County
14825,Chemung,New York,NY,Chemung County
14826,Cohocton,New York,NY,Steuben County
14827,Coopers Plains,New York,NY,Steuben County
14830,Corning,New York,NY,Steuben County
14831,Corning,New York,NY,Steuben County
14836,Dalton,New York,NY,Livingston County
14837,Dundee,New York,NY,Yates County
14838,Erin,New York,NY,Chemung County
14839,Greenwood,New York,NY,Steuben County
14840,Hammondsport,New York,NY,Steuben County
14841,Hector,New York,NY,Schuyler County
14842,Himrod,New York,NY,Yates County
14843,Hornell,New York,NY,Steuben County
14845,Horseheads,New York,NY,Chemung County
14846,Hunt,New York,NY,Livingston County
14847,Interlaken,New York,NY,Seneca County
14850,Ithaca,New York,NY,Tompkins County
14851,Ithaca,New York,NY,Tompkins County
14852,Ithaca,New York,NY,Tompkins County
14853,Ithaca,New York,NY,Tompkins County
14854,Jacksonville,New York,NY,Tompkins County
14855,Jasper,New York,NY,Steuben County
14856,Kanona,New York,NY,Steuben County
14857,Lakemont,New York,NY,Yates County
14858,Lindley,New York,NY,Steuben County
14859,Lockwood,New York,NY,Tioga County
14860,Lodi,New York,NY,Seneca County
14861,Lowman,New York,NY,Chemung County
14863,Mecklenburg,New York,NY,Schuyler County
14864,Millport,New York,NY,Chemung County
14865,Montour Falls,New York,NY,Schuyler County
14867,Newfield,New York,NY,Tompkins County
14869,Odessa,New York,NY,Schuyler County
14870,Painted Post,New York,NY,Steuben County
14871,Pine City,New York,NY,Chemung County
14872,Pine Valley,New York,NY,Chemung County
14873,Prattsburgh,New York,NY,Steuben County
14874,Pulteney,New York,NY,Steuben County
14876,Reading Center,New York,NY,Schuyler County
14877,Rexville,New York,NY,Steuben County
14878,Rock Stream,New York,NY,Schuyler County
14879,Savona,New York,NY,Steuben County
14880,Scio,New York,NY,Allegany County
14881,Slaterville Springs,New York,NY,Tompkins County
14882,Lansing,New York,NY,Tompkins County
14883,Spencer,New York,NY,Tioga County
14884,Swain,New York,NY,Allegany County
14885,Troupsburg,New York,NY,Steuben County
14886,Trumansburg,New York,NY,Tompkins County
14887,Tyrone,New York,NY,Schuyler County
14889,Van Etten,New York,NY,Chemung County
14891,Watkins Glen,New York,NY,Schuyler County
14892,Waverly,New York,NY,Tioga County
14893,Wayne,New York,NY,Steuben County
14894,Wellsburg,New York,NY,Chemung County
14895,Wellsville,New York,NY,Allegany County
14897,Whitesville,New York,NY,Allegany County
14898,Woodhull,New York,NY,Steuben County
14901,Elmira,New York,NY,Chemung County
14902,Elmira,New York,NY,Chemung County
14903,Elmira,New York,NY,Chemung County
14904,Elmira,New York,NY,Chemung County
14905,Elmira,New York,NY,Chemung County
14925,Elmira,New York,NY,Chemung County
15001,Aliquippa,Pennsylvania,PA,Beaver County
15003,Ambridge,Pennsylvania,PA,Beaver County
15004,Atlasburg,Pennsylvania,PA,Washington County
15005,Baden,Pennsylvania,PA,Beaver County
15006,Bairdford,Pennsylvania,PA,Allegheny County
15007,Bakerstown,Pennsylvania,PA,Allegheny County
15009,Beaver,Pennsylvania,PA,Beaver County
15010,Beaver Falls,Pennsylvania,PA,Beaver County
15012,Belle Vernon,Pennsylvania,PA,Westmoreland County
15014,Brackenridge,Pennsylvania,PA,Allegheny County
15015,Bradfordwoods,Pennsylvania,PA,Allegheny County
15017,Bridgeville,Pennsylvania,PA,Allegheny County
15018,Buena Vista,Pennsylvania,PA,Allegheny County
15019,Bulger,Pennsylvania,PA,Washington County
15020,Bunola,Pennsylvania,PA,Allegheny County
15021,Burgettstown,Pennsylvania,PA,Washington County
15022,Charleroi,Pennsylvania,PA,Washington County
15024,Cheswick,Pennsylvania,PA,Allegheny County
15025,Clairton,Pennsylvania,PA,Allegheny County
15026,Clinton,Pennsylvania,PA,Beaver County
15027,Conway,Pennsylvania,PA,Beaver County
15028,Coulters,Pennsylvania,PA,Allegheny County
15030,Creighton,Pennsylvania,PA,Allegheny County
15031,Cuddy,Pennsylvania,PA,Allegheny County
15032,Curtisville,Pennsylvania,PA,Allegheny County
15033,Donora,Pennsylvania,PA,Washington County
15034,Dravosburg,Pennsylvania,PA,Allegheny County
15035,East Mc Keesport,Pennsylvania,PA,Allegheny County
15037,Elizabeth,Pennsylvania,PA,Allegheny County
15038,Elrama,Pennsylvania,PA,Washington County
15042,Freedom,Pennsylvania,PA,Beaver County
15043,Georgetown,Pennsylvania,PA,Beaver County
15044,Gibsonia,Pennsylvania,PA,Allegheny County
15045,Glassport,Pennsylvania,PA,Allegheny County
15046,Crescent,Pennsylvania,PA,Allegheny County
15047,Greenock,Pennsylvania,PA,Allegheny County
15049,Harwick,Pennsylvania,PA,Allegheny County
15050,Hookstown,Pennsylvania,PA,Beaver County
15051,Indianola,Pennsylvania,PA,Allegheny County
15052,Industry,Pennsylvania,PA,Beaver County
15053,Joffre,Pennsylvania,PA,Washington County
15054,Langeloth,Pennsylvania,PA,Washington County
15055,Lawrence,Pennsylvania,PA,Washington County
15056,Leetsdale,Pennsylvania,PA,Allegheny County
15057,Mc Donald,Pennsylvania,PA,Allegheny County
15059,Midland,Pennsylvania,PA,Beaver County
15060,Midway,Pennsylvania,PA,Washington County
15061,Monaca,Pennsylvania,PA,Beaver County
15062,Monessen,Pennsylvania,PA,Westmoreland County
15063,Monongahela,Pennsylvania,PA,Washington County
15064,Morgan,Pennsylvania,PA,Allegheny County
15065,Natrona Heights,Pennsylvania,PA,Allegheny County
15066,New Brighton,Pennsylvania,PA,Beaver County
15067,New Eagle,Pennsylvania,PA,Washington County
15068,New Kensington,Pennsylvania,PA,Westmoreland County
15069,New Kensington,Pennsylvania,PA,Westmoreland County
15071,Oakdale,Pennsylvania,PA,Allegheny County
15072,Pricedale,Pennsylvania,PA,Westmoreland County
15074,Rochester,Pennsylvania,PA,Beaver County
15075,Rural Ridge,Pennsylvania,PA,Allegheny County
15076,Russellton,Pennsylvania,PA,Allegheny County
15077,Shippingport,Pennsylvania,PA,Beaver County
15078,Slovan,Pennsylvania,PA,Washington County
15081,South Heights,Pennsylvania,PA,Beaver County
15082,Sturgeon,Pennsylvania,PA,Allegheny County
15083,Sutersville,Pennsylvania,PA,Westmoreland County
15084,Tarentum,Pennsylvania,PA,Allegheny County
15085,Trafford,Pennsylvania,PA,Westmoreland County
15086,Warrendale,Pennsylvania,PA,Allegheny County
15087,Webster,Pennsylvania,PA,Westmoreland County
15088,West Elizabeth,Pennsylvania,PA,Allegheny County
15089,West Newton,Pennsylvania,PA,Westmoreland County
15090,Wexford,Pennsylvania,PA,Allegheny County
15091,Wildwood,Pennsylvania,PA,Allegheny County
15095,Warrendale,Pennsylvania,PA,Allegheny County
15096,Warrendale,Pennsylvania,PA,Allegheny County
15101,Allison Park,Pennsylvania,PA,Allegheny County
15102,Bethel Park,Pennsylvania,PA,Allegheny County
15104,Braddock,Pennsylvania,PA,Allegheny County
15106,Carnegie,Pennsylvania,PA,Allegheny County
15108,Coraopolis,Pennsylvania,PA,Allegheny County
15110,Duquesne,Pennsylvania,PA,Allegheny County
15112,East Pittsburgh,Pennsylvania,PA,Allegheny County
15116,Glenshaw,Pennsylvania,PA,Allegheny County
15120,Homestead,Pennsylvania,PA,Allegheny County
15122,West Mifflin,Pennsylvania,PA,Allegheny County
15123,West Mifflin,Pennsylvania,PA,Allegheny County
15126,Imperial,Pennsylvania,PA,Allegheny County
15127,Ingomar,Pennsylvania,PA,Allegheny County
15129,South Park,Pennsylvania,PA,Allegheny County
15131,Mckeesport,Pennsylvania,PA,Allegheny County
15132,Mckeesport,Pennsylvania,PA,Allegheny County
15133,Mckeesport,Pennsylvania,PA,Allegheny County
15134,Mckeesport,Pennsylvania,PA,Allegheny County
15135,Mckeesport,Pennsylvania,PA,Allegheny County
15136,Mc Kees Rocks,Pennsylvania,PA,Allegheny County
15137,North Versailles,Pennsylvania,PA,Allegheny County
15139,Oakmont,Pennsylvania,PA,Allegheny County
15140,Pitcairn,Pennsylvania,PA,Allegheny County
15142,Presto,Pennsylvania,PA,Allegheny County
15143,Sewickley,Pennsylvania,PA,Allegheny County
15144,Springdale,Pennsylvania,PA,Allegheny County
15145,Turtle Creek,Pennsylvania,PA,Allegheny County
15146,Monroeville,Pennsylvania,PA,Allegheny County
15147,Verona,Pennsylvania,PA,Allegheny County
15148,Wilmerding,Pennsylvania,PA,Allegheny County
15201,Pittsburgh,Pennsylvania,PA,Allegheny County
15202,Pittsburgh,Pennsylvania,PA,Allegheny County
15203,Pittsburgh,Pennsylvania,PA,Allegheny County
15204,Pittsburgh,Pennsylvania,PA,Allegheny County
15205,Pittsburgh,Pennsylvania,PA,Allegheny County
15206,Pittsburgh,Pennsylvania,PA,Allegheny County
15207,Pittsburgh,Pennsylvania,PA,Allegheny County
15208,Pittsburgh,Pennsylvania,PA,Allegheny County
15209,Pittsburgh,Pennsylvania,PA,Allegheny County
15210,Pittsburgh,Pennsylvania,PA,Allegheny County
15211,Pittsburgh,Pennsylvania,PA,Allegheny County
15212,Pittsburgh,Pennsylvania,PA,Allegheny County
15213,Pittsburgh,Pennsylvania,PA,Allegheny County
15214,Pittsburgh,Pennsylvania,PA,Allegheny County
15215,Pittsburgh,Pennsylvania,PA,Allegheny County
15216,Pittsburgh,Pennsylvania,PA,Allegheny County
15217,Pittsburgh,Pennsylvania,PA,Allegheny County
15218,Pittsburgh,Pennsylvania,PA,Allegheny County
15219,Pittsburgh,Pennsylvania,PA,Allegheny County
15220,Pittsburgh,Pennsylvania,PA,Allegheny County
15221,Pittsburgh,Pennsylvania,PA,Allegheny County
15222,Pittsburgh,Pennsylvania,PA,Allegheny County
15223,Pittsburgh,Pennsylvania,PA,Allegheny County
15224,Pittsburgh,Pennsylvania,PA,Allegheny County
15225,Pittsburgh,Pennsylvania,PA,Allegheny County
15226,Pittsburgh,Pennsylvania,PA,Allegheny County
15227,Pittsburgh,Pennsylvania,PA,Allegheny County
15228,Pittsburgh,Pennsylvania,PA,Allegheny County
15229,Pittsburgh,Pennsylvania,PA,Allegheny County
15230,Pittsburgh,Pennsylvania,PA,Allegheny County
15231,Pittsburgh,Pennsylvania,PA,Allegheny County
15232,Pittsburgh,Pennsylvania,PA,Allegheny County
15233,Pittsburgh,Pennsylvania,PA,Allegheny County
15234,Pittsburgh,Pennsylvania,PA,Allegheny County
15235,Pittsburgh,Pennsylvania,PA,Allegheny County
15236,Pittsburgh,Pennsylvania,PA,Allegheny County
15237,Pittsburgh,Pennsylvania,PA,Allegheny County
15238,Pittsburgh,Pennsylvania,PA,Allegheny County
15239,Pittsburgh,Pennsylvania,PA,Allegheny County
15240,Pittsburgh,Pennsylvania,PA,Allegheny County
15241,Pittsburgh,Pennsylvania,PA,Allegheny County
15242,Pittsburgh,Pennsylvania,PA,Allegheny County
15243,Pittsburgh,Pennsylvania,PA,Allegheny County
15244,Pittsburgh,Pennsylvania,PA,Allegheny County
15250,Pittsburgh,Pennsylvania,PA,Allegheny County
15251,Pittsburgh,Pennsylvania,PA,Allegheny County
15252,Pittsburgh,Pennsylvania,PA,Allegheny County
15253,Pittsburgh,Pennsylvania,PA,Allegheny County
15254,Pittsburgh,Pennsylvania,PA,Allegheny County
15255,Pittsburgh,Pennsylvania,PA,Allegheny County
15257,Pittsburgh,Pennsylvania,PA,Allegheny County
